family,metric,station,param,S1,S1_conf,ST,ST_conf
robust,CV,BATS,lambda_temperature_0,0.1453882786138954,0.017667564340205118,0.19155494494906058,0.011980712194931607
robust,CV,BATS,tr_0,-0.0012564581389753191,0.006349013934907633,0.03571056847694588,0.003488260438185159
robust,CV,Bay_of_Biscay,energy_transfert,5.183244425526979e-18,2.32022611943406e-17,5.868885636632255e-31,2.3651916670811638e-32
robust,CV,Bay_of_Biscay,gamma_lambda_temperature,0.3874036419834852,0.02076167747683113,0.4408777633944478,0.01728483685642716
robust,CV,Bay_of_Biscay,gamma_tr,0.08511468987442664,0.009986931667015881,0.12536755595309698,0.006297906042163134
robust,CV,Bay_of_Biscay,lambda_temperature_0,0.4347131574328382,0.02911843200881462,0.4773027988495965,0.01879065678425936
robust,CV,Bay_of_Biscay,tr_0,0.007204284982655759,0.006234088266241728,0.04129779330528156,0.003613277557996813
robust,CV,Canaries,energy_transfert,4.399201349892002e-18,1.6906247926313758e-17,3.272908531613061e-31,1.870022702224423e-32
robust,CV,Canaries,gamma_lambda_temperature,0.8305745709814759,0.024592803229910424,0.8583014120878417,0.02426028371041051
robust,CV,Canaries,gamma_tr,0.04318260989018247,0.007790106251659265,0.08643420011073981,0.0065086385269619695
robust,CV,Canaries,lambda_temperature_0,0.0719921549907974,0.0099914306836396,0.08204704060557481,0.00399996006755718
robust,CV,Canaries,tr_0,-0.002702383986399807,0.004983058613213272,0.03057935798073194,0.002481968984558199
robust,CV,HOT,energy_transfert,-5.5691479680364296e-18,1.7481683950045414e-17,3.475331926773243e-31,2.3554793034017665e-32
robust,CV,HOT,gamma_lambda_temperature,0.6762528955977981,0.022480811264735747,0.7496923635526013,0.024907031338665557
robust,CV,HOT,gamma_tr,0.0832165863283671,0.01315226125181913,0.18147846438929932,0.010285016806789844
robust,CV,HOT,lambda_temperature_0,0.07638193798752825,0.008920870898042804,0.10034893472615244,0.004951525788560661
robust,CV,HOT,tr_0,0.028128142294696852,0.011052144595815454,0.11140722431331102,0.006742907285114225
robust,CV,PAPA,energy_transfert,9.98165309742126e-18,1.7194558135561643e-17,2.667953569810715e-31,1.6571719978189844e-32
robust,CV,PAPA,gamma_lambda_temperature,0.091403653736876,0.012455198736129734,0.18646982281241495,0.010577818788648847
robust,CV,PAPA,gamma_tr,0.1259869343807888,0.01630094738896556,0.30733841544506835,0.013578498236185512
robust,CV,PAPA,lambda_temperature_0,0.2856556503213342,0.020492719329805058,0.3205029515275172,0.017158460571990004
robust,CV,PAPA,tr_0,0.2524736768599372,0.020351609110558208,0.4717332876303623,0.02378334280808742
robust,circular,BARENTS,energy_transfert,0.0,0.0,0.0,0.0
robust,circular,BARENTS,gamma_lambda_temperature,-0.0014198002341720562,0.0029377719331107398,0.013148588112861013,0.0017003142726246786
robust,circular,BARENTS,gamma_tr,0.024410265042592333,0.013244600692764964,0.18182329344921505,0.009359846258501354
